,prediction,customer_id,probability
157,1,6507-ZJSUR,0.7681102691264815
158,0,6963-KQYQB,0.041830966860581374
159,1,0082-LDZUE,0.5857329243867907
160,0,2245-ADZFJ,0.041830966860581374
161,0,7526-IVLYU,0.38641455440014694
162,0,5897-ZYEKH,0.4475678985477857
163,0,2967-MXRAV,0.16314625415729617
164,0,3774-VBNXY,0.041830966860581374
165,1,7508-MYBOG,0.7681102691264815
166,1,4430-UZIPO,0.5857329243867907
167,1,7734-DBOAI,0.5857329243867907
168,1,8705-WZCYL,0.5857329243867907
169,0,5049-GLYVG,0.38641455440014694
170,0,4419-UJMUS,0.1727212035117491
171,0,2990-IAJSV,0.041830966860581374
172,1,8158-WPEZG,0.5857329243867907
173,1,3237-AJGEH,0.5857329243867907
174,1,7128-GGCNO,0.7681102691264815
175,0,1468-DEFNC,0.041830966860581374
176,0,2984-RGEYA,0.041830966860581374
177,0,1642-HMARX,0.041830966860581374
178,0,9507-HSMMZ,0.041830966860581374
179,0,1029-QFBEN,0.38641455440014694
180,1,6692-YQHXC,0.7681102691264815
181,1,9470-XCCEM,0.7681102691264815
182,1,5419-CONWX,0.7681102691264815
183,0,0556-FJEGU,0.041830966860581374
184,1,7446-YPODE,0.5857329243867907
185,0,2834-JKOOW,0.16314625415729617
186,0,0757-WCUUZ,0.041830966860581374
187,1,9643-AVVWI,0.7681102691264815
188,0,3785-NRHYR,0.38641455440014694
189,0,8097-OMULG,0.16314625415729617
190,1,2270-CHBFN,0.7681102691264815
191,1,1074-AMIOH,0.7681102691264815
192,0,3533-UVMOM,0.041830966860581374
193,0,5248-YGIJN,0.041830966860581374
194,1,4847-QNOKA,0.5857329243867907
195,1,3165-HDOEW,0.5857329243867907
196,0,3012-VFFMN,0.38641455440014694
197,1,7817-BOQPW,0.7681102691264815
198,1,8679-JOEVF,0.5857329243867907
199,0,1635-HDGFT,0.041830966860581374
200,0,8979-CAMGB,0.4475678985477857
201,1,7493-TPUWZ,0.7681102691264815
202,1,2974-GGUXS,0.7681102691264815
203,0,9926-PJHDQ,0.041830966860581374
204,1,7841-TZDMQ,0.5857329243867907
205,0,4808-YNLEU,0.16314625415729617
206,1,0222-CNVPT,0.5857329243867907
207,0,0743-HRVFF,0.16314625415729617
208,0,2889-FPWRM,0.4475678985477857
209,0,0048-LUMLS,0.16314625415729617
210,1,0697-ZMSWS,0.7681102691264815
211,0,9289-LBQVU,0.16314625415729617
212,1,4465-VDKIQ,0.7681102691264815
213,1,4439-YRNVD,0.5857329243867907
214,1,3427-GGZZI,0.7681102691264815
215,0,4883-KCPZJ,0.041830966860581374
216,0,7521-YXVZY,0.38641455440014694
217,1,4208-UFFGW,0.5857329243867907
218,0,6248-BSHKG,0.16314625415729617
219,0,9391-DXGGG,0.16314625415729617
220,0,2277-BKJKN,0.1727212035117491
221,0,5849-ASHZJ,0.16314625415729617
222,1,7109-MFBYV,0.5857329243867907
223,0,7838-LAZFO,0.16314625415729617
224,1,8685-WHQPW,0.7681102691264815
225,1,6233-HXJMX,0.7681102691264815
226,0,7901-IIDQV,0.16314625415729617
227,0,3981-QSVQI,0.38641455440014694
228,1,6969-MVBAI,0.7681102691264815
229,0,3580-HYCSP,0.1727212035117491
230,0,3457-PQBYH,0.041830966860581374
231,0,2405-LBMUW,0.16314625415729617
232,1,2842-BCQGE,0.7681102691264815
233,0,6322-PJJDJ,0.1727212035117491
234,1,4817-VYYWS,0.7681102691264815
235,0,2391-IPLOP,0.16314625415729617
236,0,9919-FZDED,0.041830966860581374
237,1,5956-YHHRX,0.7681102691264815
238,1,9170-CCKOU,0.7681102691264815
239,1,9362-MWODR,0.5857329243867907
240,1,1196-AMORA,0.7681102691264815
241,0,9746-UGFAC,0.16314625415729617
242,1,4373-VVHQL,0.5857329243867907
243,0,2144-ESWKO,0.16314625415729617
244,1,8242-SOQUO,0.7681102691264815
245,0,2896-TBNBE,0.16314625415729617
246,1,9732-EQMWY,0.7681102691264815
247,0,0559-CKHUS,0.041830966860581374
248,1,5759-RCVCB,0.5857329243867907
249,0,8857-CUPFQ,0.041830966860581374
250,1,9058-CBREO,0.5857329243867907
251,1,2187-PKZAY,0.7681102691264815
252,0,0013-SMEOE,0.1727212035117491
253,1,2038-LLMLM,0.7681102691264815
254,1,7410-YTJIK,0.7681102691264815
255,0,0580-PIQHM,0.4475678985477857
256,1,8780-IXSTS,0.7681102691264815
257,1,0420-BWTPW,0.5857329243867907
258,1,2115-BFTIW,0.7681102691264815
259,0,2308-STERM,0.38641455440014694
260,0,3407-JMJQQ,0.1727212035117491
261,1,9799-CAYJJ,0.7681102691264815
262,0,3745-HRPHI,0.041830966860581374
263,0,9068-VPWQQ,0.041830966860581374
264,0,2749-CTKAJ,0.16314625415729617
265,0,5820-PTRYM,0.16314625415729617
266,0,6169-PPETC,0.041830966860581374
267,1,4510-PYUSH,0.5857329243867907
268,0,8780-RSYYU,0.38641455440014694
269,1,8868-WOZGU,0.7681102691264815
270,1,4062-HBMOS,0.7681102691264815
271,0,7129-AZJDE,0.16314625415729617
272,0,6121-VZNQB,0.38641455440014694
273,0,5063-IUOKK,0.041830966860581374
274,0,7298-IZWLY,0.38641455440014694
275,0,0780-XNZFN,0.041830966860581374
276,1,6029-WTIPC,0.7681102691264815
277,0,4716-MRVEN,0.16314625415729617
278,1,5976-JCJRH,0.7681102691264815
279,1,4912-PIGUY,0.7681102691264815
280,1,4822-RVYBB,0.7681102691264815
281,1,1848-LBZHY,0.5857329243867907
282,0,9500-IWPXQ,0.16314625415729617
283,1,0733-VUNUW,0.5857329243867907
284,1,9089-UOWJG,0.5857329243867907
285,0,9531-NSBMR,0.16314625415729617
286,0,3936-QQFLL,0.38641455440014694
287,0,8985-OOPOS,0.16314625415729617
288,0,6048-NJXHX,0.041830966860581374
289,1,1902-XBTFB,0.7681102691264815
290,0,9388-ZEYVT,0.16314625415729617
291,1,6873-UDNLD,0.5857329243867907
292,0,0516-QREYC,0.38641455440014694
293,1,1078-TDCRN,0.5857329243867907
294,0,6419-ZTTLE,0.16314625415729617
295,0,2189-UXTKY,0.3079757383368291
296,1,4927-WWOOZ,0.7681102691264815
297,0,7197-VOJMM,0.041830966860581374
298,1,8584-KMVXD,0.7681102691264815
299,0,1442-OKRJE,0.4475678985477857
300,1,3470-BTGQO,0.5857329243867907
301,0,3090-HAWSU,0.1727212035117491
302,1,2371-JQHZZ,0.7681102691264815
303,1,4369-HTUIF,0.7681102691264815
304,1,0991-BRRFB,0.5857329243867907
305,1,4902-OHLSK,0.7681102691264815
306,0,5442-BXVND,0.38641455440014694
307,0,2192-OZITF,0.041830966860581374
308,0,3506-OVLKD,0.16314625415729617
309,1,3957-LXOLK,0.7681102691264815
310,0,3649-JPUGY,0.041830966860581374
311,1,3419-SNJJD,0.7681102691264815
312,0,8138-EALND,0.38641455440014694
313,0,8465-SBRXP,0.1727212035117491
314,1,5937-EORGB,0.7681102691264815
315,1,8751-EDEKA,0.7681102691264815
316,0,1053-MXTTK,0.1727212035117491
317,1,4367-NHWMM,0.5857329243867907
318,1,0221-WMXNQ,0.7681102691264815
319,1,7346-MEDWM,0.7681102691264815
320,0,6647-ZEDXT,0.4475678985477857
321,1,6077-BDPXA,0.7681102691264815
322,0,6682-VCIXC,0.16314625415729617
323,1,3160-TYXLT,0.5857329243867907
324,0,3938-YFPXD,0.041830966860581374
325,1,7395-XWZOY,0.5857329243867907
326,1,5842-POCOP,0.7681102691264815
327,0,5624-BQSSA,0.38641455440014694
328,0,7963-SHNDT,0.041830966860581374
329,0,2516-XSJKX,0.041830966860581374
330,0,1784-BXEFA,0.38641455440014694
331,1,3721-CNEYS,0.7681102691264815
332,1,7881-INRLC,0.7681102691264815
333,0,9372-TXXPS,0.041830966860581374
334,0,4829-ZLJTK,0.1727212035117491
335,0,9367-TCUYN,0.38641455440014694
336,1,8705-DWKTI,0.7681102691264815
337,0,2898-LSJGD,0.16314625415729617
338,0,4332-MUOEZ,0.4475678985477857
339,1,5480-TBGPH,0.7681102691264815
340,0,9405-GPBBG,0.1727212035117491
341,0,5712-VBOXD,0.38641455440014694
342,0,6725-TPKJO,0.041830966860581374
343,0,7661-CPURM,0.16314625415729617
344,1,2004-OCQXK,0.7681102691264815
345,0,9236-NDUCW,0.041830966860581374
346,0,4884-LEVMQ,0.041830966860581374
347,0,1752-OZXFY,0.16314625415729617
348,1,6032-IGALN,0.5857329243867907
349,0,5702-SKUOB,0.38641455440014694
350,1,5827-MWCZK,0.7681102691264815
351,1,0709-TVGUR,0.7681102691264815
352,1,1894-IGFSG,0.7681102691264815
353,1,6851-WEFYX,0.7681102691264815
354,0,9251-AWQGT,0.041830966860581374
355,1,3791-LGQCY,0.7681102691264815
356,1,6131-FOYAS,0.5857329243867907
357,0,5555-RNPGT,0.38641455440014694
358,1,7890-VYYWG,0.5857329243867907
359,0,9705-IOVQQ,0.4475678985477857
360,1,0118-JPNOY,0.7681102691264815
361,0,2387-KDZQY,0.16314625415729617
362,1,8778-LMWTJ,0.7681102691264815
363,0,5919-VCZYM,0.38641455440014694
364,0,7997-EASSD,0.16314625415729617
365,0,0898-XCGTF,0.4475678985477857
366,1,6243-OZGFH,0.5857329243867907
367,1,2178-PMGCJ,0.7681102691264815
368,1,3062-ICYZQ,0.7681102691264815
369,1,8380-PEFPE,0.7681102691264815
370,1,3658-KIBGF,0.5857329243867907
371,0,0068-FIGTF,0.16314625415729617
372,1,0578-SKVMF,0.7681102691264815
373,1,5351-QESIO,0.5857329243867907
374,1,8065-BVEPF,0.7681102691264815
375,1,6410-LEFEN,0.5857329243867907
376,0,1755-RMCXH,0.38641455440014694
377,1,5478-JJVZK,0.5857329243867907
378,0,6303-KFWSL,0.16314625415729617
379,0,1337-BOZWO,0.16314625415729617
380,1,3144-KMTWZ,0.7681102691264815
381,0,7608-RGIRO,0.041830966860581374
382,0,3623-FQBOX,0.38641455440014694
383,0,5647-URDKA,0.041830966860581374
384,1,8325-QRPZR,0.7681102691264815
385,1,1432-FPAXX,0.5857329243867907
386,0,0942-KOWSM,0.041830966860581374
387,0,8374-UULRV,0.041830966860581374
388,1,7964-VEXDG,0.7681102691264815
389,0,2673-CXQEU,0.4475678985477857
390,1,7883-ROJOC,0.5857329243867907
391,0,6407-GSJNL,0.041830966860581374
392,0,1015-JPFYW,0.16314625415729617
393,1,1697-BCSHV,0.5857329243867907
394,1,8903-XEBGX,0.5857329243867907
395,1,8544-GOQSH,0.7681102691264815
396,0,1027-LKKQQ,0.041830966860581374
397,0,8181-YHCMF,0.041830966860581374
398,1,3934-HXCFZ,0.7681102691264815
399,0,5546-QUERU,0.16314625415729617
400,1,9878-TNQGW,0.7681102691264815
401,0,3780-DDGSE,0.3079757383368291
402,1,4439-JMPMT,0.7681102691264815
403,1,5766-XQXMQ,0.5857329243867907
404,0,0206-TBWLC,0.4475678985477857
405,0,0673-IGUQO,0.38641455440014694
406,0,6518-PPLMZ,0.041830966860581374
407,0,2300-RQGOI,0.041830966860581374
408,1,9097-ZUBYC,0.5857329243867907
409,0,2703-AMTUL,0.16314625415729617
410,0,9432-RUVSL,0.1727212035117491
411,1,2604-IJPDU,0.7681102691264815
412,0,7996-BPXHY,0.041830966860581374
413,1,4360-QRAVE,0.5857329243867907
414,0,4942-VZZOM,0.16314625415729617
415,0,1333-PBMXB,0.16314625415729617
416,1,5606-AMZBO,0.7681102691264815
417,0,7239-HZZCX,0.38641455440014694
418,0,3597-YASZG,0.1727212035117491
419,1,8992-JQYUN,0.5857329243867907
420,0,7564-GHCVB,0.041830966860581374
421,1,3672-YITQD,0.7681102691264815
422,0,4878-BUNFV,0.041830966860581374
423,0,8464-EETCQ,0.041830966860581374
424,1,7567-ECMCM,0.7681102691264815
425,1,7587-AOVVU,0.7681102691264815
426,1,1571-SAVHK,0.7681102691264815
427,0,5117-ZSMHQ,0.041830966860581374
428,0,2418-TPEUN,0.041830966860581374
429,1,0236-HFWSV,0.7681102691264815
430,1,6015-VVHHE,0.7681102691264815
431,1,1453-RZFON,0.5857329243867907
432,0,3594-UVONA,0.16314625415729617
433,1,1396-QWFBJ,0.7681102691264815
434,1,0096-BXERS,0.5857329243867907
435,0,1386-ZIKUV,0.38641455440014694
436,0,2282-YGNOR,0.16314625415729617
437,1,7663-RGWBC,0.5857329243867907
438,1,5896-NPFWW,0.5857329243867907
439,0,3544-FBCAS,0.041830966860581374
440,0,8663-UPDGF,0.3079757383368291
441,1,4353-HYOJD,0.5857329243867907
442,0,7560-QRBXH,0.16314625415729617
443,0,5245-VDBUR,0.16314625415729617
444,1,8887-IPQNC,0.5857329243867907
445,0,7779-ORAEL,0.041830966860581374
446,0,9945-PSVIP,0.041830966860581374
447,0,8080-POTJR,0.16314625415729617
448,0,0810-BDHAW,0.16314625415729617
449,1,4770-UEZOX,0.7681102691264815
450,0,6715-OFDBP,0.3079757383368291
451,0,3696-DFHHB,0.041830966860581374
452,0,6199-IPCAO,0.041830966860581374
453,1,5287-QWLKY,0.7681102691264815
454,0,5499-ECUTN,0.16314625415729617
455,0,4869-EPIUS,0.16314625415729617
456,0,7812-FZHPE,0.38641455440014694
457,0,0356-OBMAC,0.1727212035117491
458,0,0191-EQUUH,0.041830966860581374
459,1,9820-RMCQV,0.5857329243867907
460,1,4727-MCYZG,0.5857329243867907
461,0,4652-ODEVH,0.041830966860581374
462,0,3512-IZIKN,0.041830966860581374
463,0,7841-FCRQD,0.16314625415729617
464,0,5766-ZJYBB,0.38641455440014694
465,0,1060-ENTOF,0.4475678985477857
466,0,9424-CMPOG,0.041830966860581374
467,0,2284-VFLKH,0.4475678985477857
468,0,5566-SOEZD,0.16314625415729617
469,1,7394-FKDNK,0.7681102691264815
470,0,6121-TNHBO,0.16314625415729617
471,0,8065-QBYTO,0.4475678985477857
472,1,7683-CBDKJ,0.5857329243867907
473,0,4312-KFRXN,0.041830966860581374
474,0,3452-FLHYD,0.16314625415729617
475,1,7442-YGZFK,0.5857329243867907
476,1,3987-KQDDU,0.7681102691264815
477,0,9987-LUTYD,0.16314625415729617
478,0,2324-EFHVG,0.1727212035117491
479,0,2592-YKDIF,0.38641455440014694
480,1,0265-EDXBD,0.7681102691264815
481,1,9342-VNIMQ,0.5857329243867907
482,0,3227-WLKLI,0.041830966860581374
483,0,6506-EYCNH,0.38641455440014694
484,1,2273-QCKXA,0.5857329243867907
485,0,1177-XZBJL,0.16314625415729617
486,0,5149-TGWDZ,0.4475678985477857
487,0,1855-CFULU,0.38641455440014694
488,1,8614-VGMMV,0.5857329243867907
489,0,7067-KSAZT,0.4475678985477857
490,0,1657-DYMBM,0.041830966860581374
491,0,3454-JFUBC,0.041830966860581374
492,0,2256-YLYLP,0.041830966860581374
493,0,0308-IVGOK,0.16314625415729617
494,0,0080-OROZO,0.4475678985477857
495,1,2691-NZETQ,0.7681102691264815
496,0,6427-FEFIG,0.041830966860581374
497,0,3266-FTKHB,0.041830966860581374
498,1,0376-YMCJC,0.7681102691264815
499,1,0637-YLETY,0.7681102691264815
500,1,0363-QJVFX,0.7681102691264815
501,0,7654-YWJUF,0.16314625415729617
502,1,5935-FCCNB,0.7681102691264815
503,0,3813-DHBBB,0.041830966860581374
504,0,9128-CPXKI,0.1727212035117491
505,1,2815-CPTUL,0.7681102691264815
506,1,9436-ZBZCT,0.7681102691264815
507,0,6994-FGRHH,0.4475678985477857
508,0,0074-HDKDG,0.16314625415729617
509,1,7593-JNWRU,0.5857329243867907
510,0,4361-FEBGN,0.041830966860581374
511,0,4255-DDUOU,0.38641455440014694
512,1,7563-BIUPC,0.7681102691264815
513,0,1357-BIJKI,0.4475678985477857
514,1,1791-PQHBB,0.5857329243867907
515,0,3298-QEICA,0.041830966860581374
516,0,0191-ZHSKZ,0.3079757383368291
517,0,2692-PFYTJ,0.38641455440014694
518,0,2388-LAESQ,0.1727212035117491
519,0,9805-FILKB,0.16314625415729617
520,0,4986-MXSFP,0.38641455440014694
521,1,6275-YDUVO,0.7681102691264815
522,0,6465-GSRCL,0.4475678985477857
523,1,5307-DZCVC,0.7681102691264815
524,0,0221-NAUXK,0.16314625415729617
525,1,9462-MJUAW,0.5857329243867907
526,0,0983-TATYJ,0.16314625415729617
527,0,9824-QCJPK,0.16314625415729617
528,1,5133-VRSAB,0.5857329243867907
529,0,4111-BNXIF,0.041830966860581374
530,0,2580-ASVVY,0.041830966860581374
531,1,9701-CDXHR,0.5857329243867907
532,0,5062-CJJKH,0.16314625415729617
533,1,4139-JPIAM,0.5857329243867907
534,0,4304-TSPVK,0.1727212035117491
535,0,3635-JBPSG,0.041830966860581374
536,0,9294-TDIPC,0.38641455440014694
537,0,3946-JEWRQ,0.4475678985477857
538,1,5027-XWQHA,0.5857329243867907
539,0,3229-USWAR,0.16314625415729617
540,0,4369-NYSCF,0.16314625415729617
541,0,6576-FBXOJ,0.16314625415729617
542,1,9881-VCZEP,0.5857329243867907
543,1,2043-WVTQJ,0.5857329243867907
544,0,4937-QPZPO,0.4475678985477857
545,0,1493-AMTIE,0.38641455440014694
546,0,0906-QVPMS,0.1727212035117491
547,1,5590-YRFJT,0.5857329243867907
548,1,4816-JBHOV,0.5857329243867907
549,1,6656-JWRQX,0.5857329243867907
550,1,5073-WXOYN,0.5857329243867907
551,0,5829-NVSQN,0.16314625415729617
552,0,8722-PRFDV,0.041830966860581374
553,1,9221-OTIVJ,0.7681102691264815
554,0,8942-DBMHZ,0.38641455440014694
555,1,4636-QRJKY,0.7681102691264815
556,0,6445-TNRXS,0.1727212035117491
557,1,3776-EKTKM,0.5857329243867907
558,0,5730-DBDSI,0.041830966860581374
559,0,9386-LDCZR,0.16314625415729617
560,0,5575-GNVDE,0.16314625415729617
561,0,7925-PNRGI,0.3079757383368291
562,1,6513-EECDB,0.7681102691264815
563,1,3365-SAIGS,0.7681102691264815
564,0,5442-PPTJY,0.041830966860581374
565,1,0027-KWYKW,0.7681102691264815
566,0,2987-BJXIK,0.041830966860581374
567,0,9411-TPQQV,0.16314625415729617
568,1,8725-JEDFD,0.5857329243867907
569,0,3280-MRDOF,0.041830966860581374
570,0,4335-UPJSI,0.041830966860581374
571,0,3803-KMQFW,0.38641455440014694
572,1,4501-EQDRN,0.7681102691264815
573,1,3370-HXOPH,0.7681102691264815
574,0,0748-RDGGM,0.4475678985477857
575,1,0939-EREMR,0.5857329243867907
576,1,6376-GAHQE,0.7681102691264815
577,0,9755-JHNMN,0.041830966860581374
578,0,7519-JTWQH,0.1727212035117491
579,1,0999-QXNSA,0.5857329243867907
580,0,4291-HPAXL,0.38641455440014694
581,0,6416-JNVRK,0.16314625415729617
582,0,9746-MDMBK,0.4475678985477857
583,1,2862-PFNIK,0.5857329243867907
584,1,9564-KCLHR,0.5857329243867907
585,1,2074-GKOWZ,0.7681102691264815
586,1,0219-YTZUE,0.7681102691264815
587,0,8612-GXIDD,0.041830966860581374
588,0,1360-XFJMR,0.4475678985477857
589,0,8819-WFGGJ,0.041830966860581374
590,0,9762-YAQAA,0.16314625415729617
591,1,5244-IRFIH,0.7681102691264815
592,0,7103-ZGVNT,0.16314625415729617
593,1,3209-ZPKFI,0.5857329243867907
594,0,7722-VJRQD,0.041830966860581374
595,1,2603-HVKCG,0.7681102691264815
596,0,0602-DDUML,0.041830966860581374
597,0,3719-TDVQB,0.041830966860581374
598,0,2220-IAHLS,0.38641455440014694
599,0,0835-JKADZ,0.1727212035117491
600,0,3705-PSNGL,0.16314625415729617
601,0,3468-DRVQJ,0.16314625415729617
602,0,1790-NESIO,0.041830966860581374
603,1,1624-NALOJ,0.7681102691264815
604,0,8044-BGWPI,0.38641455440014694
605,1,7312-XSBAT,0.5857329243867907
606,0,5044-XDPYX,0.041830966860581374
607,0,3166-PNEOF,0.041830966860581374
608,1,7511-YMXVQ,0.5857329243867907
609,1,9389-ACWBI,0.7681102691264815
610,0,1265-ZFOSD,0.041830966860581374
611,0,6993-YCOBK,0.1727212035117491
612,0,6916-HIJSE,0.041830966860581374
613,1,0570-BFQHT,0.7681102691264815
614,1,5501-TVMGM,0.5857329243867907
615,0,2878-RMWXY,0.1727212035117491
616,0,0661-KBKPA,0.16314625415729617
617,0,5356-RHIPP,0.38641455440014694
618,0,6762-NSODU,0.041830966860581374
619,0,9896-UYMIE,0.4475678985477857
620,0,0208-BPQEJ,0.38641455440014694
621,1,8095-WANWK,0.5857329243867907
622,0,2072-ZVJJX,0.041830966860581374
623,0,3301-VKTGC,0.16314625415729617
624,0,3021-VLNRJ,0.16314625415729617
625,1,1302-UHBDD,0.7681102691264815
626,0,4940-KHCWD,0.041830966860581374
627,0,3847-BAERP,0.38641455440014694
628,0,6979-TNDEU,0.38641455440014694
629,0,4903-UYAVB,0.38641455440014694
630,0,6734-CKRSM,0.38641455440014694
631,0,8229-BUJHX,0.041830966860581374
632,0,7954-MLBUN,0.1727212035117491
